,Unnamed: 0,brand,alignment,Word2Vec_alignment,Word2Vec_resid_alignment,Wikipedia_alignment,Wikipedia_resid_alignment,Glove_alignment,Glove_resid_alignment
0,333.0,everbank,-0.17473946698548148,-0.1747394581979559,-0.1807543368762971,-0.12245478989099126,0.05216345748071996,-0.04897764374547504,-0.01771890421502338
1,159.0,greats,-0.1564899573385945,-0.15648994946882394,-0.10979991791033165,-0.17589011916866082,-0.05281621781738666,-0.1490026384183239,-0.12679377377948442
2,1064.0,brothers,-0.1424514455054443,-0.1424514383416608,-0.15236611524726335,-0.2009584679687476,-0.08558948987184042,-0.14496544483868387,-0.14605614574271544
3,1365.0,liftmaster,-0.12638196194371906,-0.12638195558805856,-0.08538427980739172,-0.19411371722070686,0.027880840607250625,-0.09815243707272389,-0.043661458622705956
4,1011.0,harpoon,-0.12425969235582945,-0.1242596861068964,-0.0797607015142015,-0.06333378630487946,0.13748073491840745,-0.07056926588078055,-0.009159874255034431
5,1112.0,johnson,-0.1216495590362144,-0.12164955291854318,0.004409427492199554,-0.2918294685313598,-0.06823425622322157,-0.11275544352669871,0.022789969204787597
6,1097.0,booyah,-0.1208331010025596,-0.12083309492594749,-0.04729622928174715,-0.17085829700315924,0.04826606991844462,-0.04650418620619911,0.055135596990229095
7,146.0,rampage,-0.12010300097415676,-0.12010299493426088,-0.18416666278358013,-0.2535633904589267,-0.11794223175523993,-0.1521693448796903,-0.2588334405922119
8,35.0,reebok,-0.11815865388877154,-0.11815864794665554,-0.1980964552658868,-0.13783309261603832,-0.0904038233118822,-0.12351529965679815,-0.15192877774552135
9,349.0,esp,-0.1130207183957247,-0.11302071271199185,-0.10903669983515843,-0.1596415114995372,-0.052500239203514557,-0.0251225906949943,0.007813399229771955
10,1424.0,jayco,-0.1088147405799182,-0.10881473510770101,-0.11467536564175711,-0.12528763287872335,-0.02179680827190212,-0.0020561694020155407,0.04359755210909839
11,1398.0,cobra,-0.10740265058831712,-0.10740264518711297,-0.08505302390624904,-0.17155765127614175,-0.08406511046629905,-0.07420563721901548,0.001314877169910033
12,1104.0,daiwa,-0.10653876598562537,-0.10653876062786541,-0.0402521707189052,-0.07669553138173038,0.05664623822079817,-0.09956141747262656,0.005222640543836345
13,1342.0,bosch,-0.1059515654238335,-0.10595156009560341,-0.08426630942384508,-0.221409394728731,-0.1347272582420764,-0.1083602138401597,-0.03673678938941941
15,982.0,landshark,-0.1009289714107133,-0.10092896633506596,-0.023279193344521255,-0.18838576616627603,0.09559912061778034,-0.16512727897241447,-0.0810810976517965
16,31.0,nike,-0.0997718321995113,-0.09977182718205564,-0.17139815007492326,-0.1314260142796237,-0.10561325153236782,-0.11772478850572485,-0.1576076605169821
17,589.0,jbm,-0.09941712691305356,-0.0994171219134358,-0.10941837460794931,-0.07339531234911698,0.025543682187848672,-0.029863494325477438,-0.0453315347508073
18,1117.0,mustad,-0.09940628492552853,-0.09940627992645601,0.006729930130766771,-0.2003060112417711,-0.003475711832152344,0.010264120546643038,0.09426278545615051
19,528.0,marco,-0.0972972743143686,-0.09729726942135672,-0.1352009812310567,-0.21509628125387198,-0.1559322331046708,-0.1475659642550812,-0.07182252023364777
20,40.0,shimano,-0.09709143981024172,-0.09709143492758113,-0.13435105024276855,-0.16208520265707949,-0.1000591356291387,-0.017198210019505597,-0.03685321873524969
21,138.0,lucchese,-0.09649913386804046,-0.09649912901516655,-0.1596195946666646,-0.22298898019444677,-0.0833745799032086,-0.03959290650932291,-0.17509762465005035
